time,x,y,z,roll,pitch,yaw,vx,vy,vz,ax,ay,az
1.140000,111.753488,-79.158720,2772.622330,7.197367,8.503468,147.068618,-6.424292,4.550540,-198.908592,1.173679,-0.831356,1.385579
1.160000,111.625465,-79.068038,2768.644721,7.140943,8.381436,147.094061,-6.401135,4.534137,-198.880470,1.157858,-0.820149,1.406092
1.180000,111.497899,-78.977679,2764.667682,7.083903,8.258912,147.118903,-6.378290,4.517956,-198.851940,1.142211,-0.809066,1.426480
1.200000,111.370784,-78.887639,2760.691222,7.026308,8.136002,147.143141,-6.355756,4.501994,-198.823005,1.126738,-0.798106,1.446745
1.220000,111.244114,-78.797914,2756.715349,6.968211,8.012806,147.166770,-6.333527,4.486248,-198.793668,1.111437,-0.787268,1.466886
1.240000,111.117882,-78.708499,2752.740070,6.909660,7.889413,147.189786,-6.311601,4.470717,-198.763930,1.096306,-0.776550,1.486905
1.260000,110.992082,-78.619391,2748.765394,6.850698,7.765901,147.212187,-6.289974,4.455398,-198.733794,1.081343,-0.765952,1.506801
1.280000,110.866709,-78.530586,2744.791329,6.791360,7.642345,147.233967,-6.268643,4.440289,-198.703262,1.066548,-0.755472,1.526576
1.300000,110.741757,-78.442078,2740.817882,6.731680,7.518811,147.255124,-6.247605,4.425387,-198.672337,1.051918,-0.745109,1.546231
1.320000,110.617220,-78.353864,2736.845062,6.671684,7.395360,147.275655,-6.226856,4.410689,-198.641022,1.037452,-0.734862,1.565765
1.340000,110.493092,-78.265940,2732.872876,6.611398,7.272046,147.295555,-6.206393,4.396195,-198.609319,1.023148,-0.724730,1.585180
1.360000,110.369368,-78.178302,2728.901331,6.550843,7.148921,147.314822,-6.186213,4.381901,-198.577229,1.009005,-0.714712,1.604476
1.380000,110.246042,-78.090946,2724.930436,6.490038,7.026031,147.333452,-6.166312,4.367804,-198.544756,0.995021,-0.704807,1.623654
1.400000,110.123108,-78.003868,2720.960198,6.428999,6.903418,147.351444,-6.146688,4.353904,-198.511902,0.981195,-0.695013,1.642715
1.420000,110.000561,-77.917064,2716.990624,6.367739,6.781121,147.368794,-6.127338,4.340198,-198.478668,0.967525,-0.685330,1.661659
1.440000,109.878396,-77.830530,2713.021723,6.306270,6.659178,147.385499,-6.108258,4.326682,-198.445059,0.954010,-0.675757,1.680486
1.460000,109.756607,-77.744263,2709.053502,6.244604,6.537621,147.401557,-6.089445,4.313357,-198.411075,0.940648,-0.666293,1.699198
1.480000,109.635189,-77.658259,2705.085967,6.182748,6.416482,147.416966,-6.070896,4.300218,-198.376719,0.927438,-0.656935,1.717795
1.500000,109.514137,-77.572514,2701.119128,6.120710,6.295790,147.431724,-6.052608,4.287264,-198.341993,0.914379,-0.647685,1.736278
1.520000,109.393445,-77.487024,2697.152990,6.058496,6.175574,147.445828,-6.034579,4.274493,-198.306900,0.901468,-0.638540,1.754647
1.540000,109.273109,-77.401786,2693.187561,5.996113,6.055858,147.459277,-6.016805,4.261903,-198.271442,0.888704,-0.629499,1.772903
1.560000,109.153124,-77.316796,2689.222848,5.933564,5.936667,147.472069,-5.999283,4.249492,-198.235621,0.876087,-0.620561,1.791046
1.580000,109.033483,-77.232051,2685.258859,5.870853,5.818025,147.484203,-5.982011,4.237258,-198.199440,0.863614,-0.611726,1.809078
1.600000,108.914184,-77.147547,2681.295601,5.807984,5.699952,147.495677,-5.964985,4.225198,-198.162900,0.851284,-0.602993,1.826998
1.620000,108.795220,-77.063281,2677.333081,5.744960,5.582472,147.506489,-5.948203,4.213311,-198.126004,0.839096,-0.594360,1.844807
1.640000,108.676586,-76.979249,2673.371306,5.681783,5.465602,147.516640,-5.931662,4.201594,-198.088754,0.827048,-0.585826,1.862507
1.660000,108.558279,-76.895448,2669.410283,5.618456,5.349364,147.526127,-5.915359,4.190046,-198.051152,0.815139,-0.577390,1.880097
1.680000,108.440293,-76.811875,2665.450019,5.554979,5.233776,147.534949,-5.899292,4.178665,-198.013200,0.803368,-0.569052,1.897578
1.700000,108.322624,-76.728526,2661.490521,5.491356,5.118855,147.543108,-5.883457,4.167449,-197.974901,0.791733,-0.560811,1.914951
1.720000,108.205267,-76.645398,2657.531796,5.427587,5.004620,147.550601,-5.867853,4.156396,-197.936257,0.780233,-0.552665,1.932216
1.740000,108.088218,-76.562488,2653.573851,5.363674,4.891088,147.557428,-5.852475,4.145503,-197.897269,0.768866,-0.544614,1.949374
1.760000,107.971471,-76.479792,2649.616692,5.299619,4.778275,147.563590,-5.837323,4.134770,-197.857941,0.757632,-0.536656,1.966426
1.780000,107.855023,-76.397308,2645.660326,5.235422,4.666198,147.569086,-5.822392,4.124194,-197.818273,0.746529,-0.528791,1.983371
1.800000,107.738870,-76.315033,2641.704761,5.171087,4.554874,147.573917,-5.807681,4.113774,-197.778269,0.735555,-0.521018,2.000211
1.820000,107.623006,-76.232963,2637.750002,5.106613,4.444318,147.578082,-5.793187,4.103507,-197.737930,0.724709,-0.513335,2.016947
1.840000,107.507428,-76.151095,2633.796057,5.042004,4.334545,147.581582,-5.778907,4.093393,-197.697259,0.713990,-0.505743,2.033578
1.860000,107.392131,-76.069426,2629.842932,4.977261,4.225572,147.584418,-5.764839,4.083428,-197.656257,0.703397,-0.498240,2.050105
1.880000,107.277112,-75.987954,2625.890634,4.912385,4.117413,147.586590,-5.750981,4.073611,-197.614926,0.692929,-0.490824,2.066529
1.900000,107.162365,-75.906675,2621.939168,4.847380,4.010084,147.588099,-5.737329,4.063941,-197.573269,0.682583,-0.483496,2.082851
1.920000,107.047887,-75.825587,2617.988543,4.782247,3.903599,147.588946,-5.723882,4.054416,-197.531288,0.672360,-0.476255,2.099071
1.940000,106.933675,-75.744686,2614.038763,4.716989,3.797974,147.589133,-5.710637,4.045034,-197.488984,0.662257,-0.469099,2.115189
1.960000,106.819723,-75.663970,2610.089836,4.651608,3.693222,147.588661,-5.697591,4.035794,-197.446360,0.652273,-0.462027,2.131206
1.980000,106.706028,-75.583436,2606.141767,4.586109,3.589359,147.587531,-5.684743,4.026693,-197.403417,0.642408,-0.455039,2.147123
2.000000,106.592586,-75.503082,2602.194564,4.520493,3.486399,147.585745,-5.672090,4.017730,-197.360158,0.632660,-0.448134,2.162941
2.020000,106.479393,-75.422904,2598.248232,4.454765,3.384356,147.583304,-5.659629,4.008904,-197.316585,0.623027,-0.441311,2.178659
2.040000,106.366446,-75.342899,2594.302778,4.388928,3.283245,147.580211,-5.647359,4.000213,-197.272700,0.613509,-0.434569,2.194278
2.060000,106.253741,-75.263066,2590.358208,4.322986,3.183079,147.576467,-5.635277,3.991655,-197.228504,0.604105,-0.427908,2.209799
2.080000,106.141273,-75.183402,2586.414528,4.256944,3.083872,147.572076,-5.623381,3.983228,-197.183999,0.594813,-0.421326,2.225222
2.100000,106.029040,-75.103903,2582.471745,4.190804,2.985638,147.567038,-5.611668,3.974932,-197.139188,0.585632,-0.414822,2.240549
2.120000,105.917037,-75.024568,2578.529863,4.124574,2.888392,147.561358,-5.600137,3.966764,-197.094073,0.576560,-0.408397,2.255778
2.140000,105.805261,-74.945393,2574.588890,4.058256,2.792145,147.555036,-5.588785,3.958723,-197.048654,0.567598,-0.402049,2.270912
2.160000,105.693709,-74.866377,2570.648831,3.991857,2.696913,147.548077,-5.577610,3.950807,-197.002935,0.558743,-0.395776,2.285950
2.180000,105.582377,-74.787517,2566.709693,3.925381,2.602708,147.540483,-5.566610,3.943016,-196.956918,0.549995,-0.389580,2.300893
2.200000,105.471261,-74.708810,2562.771481,3.858835,2.509544,147.532257,-5.555783,3.935346,-196.910603,0.541352,-0.383458,2.315741
2.220000,105.360359,-74.630254,2558.834201,3.792224,2.417433,147.523402,-5.545127,3.927798,-196.863993,0.532813,-0.377409,2.330496
2.240000,105.249666,-74.551847,2554.897859,3.725555,2.326388,147.513923,-5.534639,3.920370,-196.817090,0.524378,-0.371434,2.345157
2.260000,105.139180,-74.473586,2550.962461,3.658833,2.236423,147.503821,-5.524318,3.913059,-196.769895,0.516044,-0.365531,2.359725
2.280000,105.028896,-74.395468,2547.028013,3.592066,2.147549,147.493101,-5.514162,3.905865,-196.722411,0.507812,-0.359700,2.374200
2.300000,104.918813,-74.317493,2543.094520,3.525261,2.059778,147.481767,-5.504169,3.898786,-196.674640,0.499680,-0.353940,2.388583
2.320000,104.808926,-74.239656,2539.161989,3.458423,1.973124,147.469823,-5.494336,3.891821,-196.626582,0.491646,-0.348249,2.402875
2.340000,104.699233,-74.161957,2535.230424,3.391562,1.887598,147.457272,-5.484661,3.884969,-196.578241,0.483710,-0.342628,2.417076
2.360000,104.589730,-74.084392,2531.299832,3.324683,1.803211,147.444119,-5.475144,3.878227,-196.529617,0.475871,-0.337075,2.431187
2.380000,104.480415,-74.006960,2527.370217,3.257795,1.719976,147.430368,-5.465781,3.871595,-196.480713,0.468128,-0.331591,2.445208
2.400000,104.371283,-73.929659,2523.441587,3.190907,1.637903,147.416023,-5.456572,3.865072,-196.431530,0.460479,-0.326173,2.459139
2.420000,104.262333,-73.852486,2519.513945,3.124025,1.557003,147.401090,-5.447513,3.858655,-196.382070,0.452925,-0.320822,2.472981
2.440000,104.153561,-73.775439,2515.587299,3.057159,1.477288,147.385572,-5.438604,3.852345,-196.332336,0.445462,-0.315536,2.486734
2.460000,104.044964,-73.698516,2511.661652,2.990316,1.398768,147.369475,-5.429842,3.846138,-196.282328,0.438092,-0.310315,2.500399
2.480000,103.936539,-73.621715,2507.737011,2.923506,1.321453,147.352803,-5.421226,3.840035,-196.232048,0.430812,-0.305158,2.513977
2.500000,103.828284,-73.545035,2503.813381,2.856738,1.245353,147.335562,-5.412754,3.834034,-196.181499,0.423622,-0.300065,2.527468
2.520000,103.720196,-73.468472,2499.890768,2.790020,1.170478,147.317757,-5.404423,3.828133,-196.130681,0.416520,-0.295035,2.540872
2.540000,103.612271,-73.392025,2495.969176,2.723362,1.096837,147.299392,-5.396233,3.822332,-196.079597,0.409506,-0.290067,2.554190
2.560000,103.504508,-73.315693,2492.048611,2.656773,1.024439,147.280474,-5.388182,3.816629,-196.028249,0.402580,-0.285160,2.567422
2.580000,103.396902,-73.239472,2488.129078,2.590263,0.953294,147.261009,-5.380267,3.811022,-195.976638,0.395738,-0.280315,2.580569
2.600000,103.289452,-73.163362,2484.210583,2.523842,0.883409,147.241000,-5.372487,3.805512,-195.924765,0.388982,-0.275529,2.593631
2.620000,103.182156,-73.087360,2480.293130,2.457519,0.814793,147.220456,-5.364841,3.800096,-195.872633,0.382310,-0.270803,2.606609
2.640000,103.075009,-73.011465,2476.376725,2.391304,0.747454,147.199380,-5.357326,3.794773,-195.820243,0.375721,-0.266135,2.619503
2.660000,102.968010,-72.935674,2472.461373,2.325208,0.681398,147.177780,-5.349942,3.789542,-195.767596,0.369214,-0.261526,2.632314
2.680000,102.861157,-72.859986,2468.547079,2.259240,0.616634,147.155662,-5.342686,3.784403,-195.714696,0.362788,-0.256975,2.645042
2.700000,102.754445,-72.784399,2464.633848,2.193412,0.553168,147.133031,-5.335558,3.779353,-195.661542,0.356442,-0.252480,2.657687
2.720000,102.647874,-72.708911,2460.721686,2.127734,0.491007,147.109894,-5.328554,3.774392,-195.608137,0.350176,-0.248041,2.670250
2.740000,102.541441,-72.633521,2456.810596,2.062216,0.430156,147.086257,-5.321674,3.769519,-195.554482,0.343988,-0.243658,2.682732
2.760000,102.435143,-72.558226,2452.900584,1.996868,0.370621,147.062127,-5.314917,3.764733,-195.500580,0.337878,-0.239330,2.695132
2.780000,102.328977,-72.483025,2448.991656,1.931703,0.312407,147.037511,-5.308280,3.760032,-195.446431,0.331845,-0.235057,2.707452
2.800000,102.222942,-72.407917,2445.083815,1.866730,0.255520,147.012415,-5.301762,3.755415,-195.392037,0.325887,-0.230837,2.719691
2.820000,102.117034,-72.332899,2441.177067,1.801961,0.199964,146.986846,-5.295362,3.750881,-195.337400,0.320005,-0.226670,2.731851
2.840000,102.011253,-72.257971,2437.271417,1.737407,0.145742,146.960811,-5.289078,3.746430,-195.282521,0.314197,-0.222556,2.743931
2.860000,101.905595,-72.183130,2433.366869,1.673078,0.092858,146.934317,-5.282909,3.742060,-195.227402,0.308462,-0.218494,2.755933
2.880000,101.800058,-72.108374,2429.463428,1.608986,0.041317,146.907372,-5.276853,3.737771,-195.172045,0.302800,-0.214483,2.767856
2.900000,101.694639,-72.033703,2425.561099,1.545142,-0.008880,146.879981,-5.270909,3.733560,-195.116451,0.297210,-0.210523,2.779700
2.920000,101.589338,-71.959114,2421.659886,1.481558,-0.057731,146.852153,-5.265075,3.729428,-195.060622,0.291690,-0.206614,2.791467
2.940000,101.484151,-71.884607,2417.759795,1.418244,-0.105232,146.823896,-5.259350,3.725373,-195.004559,0.286240,-0.202754,2.803157
2.960000,101.379076,-71.810179,2413.860830,1.355212,-0.151383,146.795215,-5.253733,3.721394,-194.948263,0.280860,-0.198943,2.814770
2.980000,101.274112,-71.735829,2409.962995,1.292474,-0.196182,146.766120,-5.248222,3.717490,-194.891737,0.275549,-0.195180,2.826307
3.000000,101.169256,-71.661556,2406.066295,1.230041,-0.239630,146.736617,-5.242816,3.713661,-194.834982,0.270305,-0.191466,2.837767
3.020000,101.064505,-71.587358,2402.170735,1.167924,-0.281725,146.706714,-5.237513,3.709905,-194.777999,0.265127,-0.187799,2.849152
3.040000,100.959859,-71.513233,2398.276320,1.106134,-0.322467,146.676419,-5.232313,3.706222,-194.720790,0.260017,-0.184178,2.860462
3.060000,100.855315,-71.439181,2394.383058,1.044599,-0.361978,146.645740,-5.227213,3.702610,-194.663092,0.254971,-0.180604,2.884883
3.080000,100.750870,-71.365200,2390.490966,0.983241,-0.400383,146.614685,-5.222214,3.699068,-194.604582,0.249995,-0.177080,2.925484
3.100000,100.646524,-71.291288,2386.600061,0.922105,-0.437636,146.583262,-5.217312,3.695596,-194.545272,0.245095,-0.173609,2.965501
3.120000,100.542274,-71.217444,2382.710357,0.861230,-0.473702,146.551479,-5.212506,3.692192,-194.485167,0.240268,-0.170190,3.005271
3.140000,100.438118,-71.143667,2378.821872,0.800649,-0.508550,146.519343,-5.207796,3.688856,-194.424271,0.235515,-0.166823,3.044789
3.160000,100.334055,-71.069955,2374.934620,0.740396,-0.542154,146.486864,-5.203179,3.685585,-194.362590,0.230835,-0.163508,3.084057
3.180000,100.230082,-70.996308,2371.048618,0.680501,-0.574490,146.454049,-5.198655,3.682380,-194.300128,0.226226,-0.160244,3.123077
3.200000,100.126197,-70.922723,2367.163880,0.620990,-0.605540,146.420907,-5.194221,3.679240,-194.236892,0.221689,-0.157029,3.161848
3.220000,100.022400,-70.849200,2363.280422,0.561889,-0.635288,146.387446,-5.189877,3.676163,-194.172884,0.217221,-0.153865,3.200372
3.240000,99.918687,-70.775737,2359.398260,0.503223,-0.663720,146.353674,-5.185620,3.673148,-194.108111,0.212822,-0.150749,3.238651
3.260000,99.815058,-70.702333,2355.517408,0.445013,-0.690826,146.319601,-5.181450,3.670194,-194.042577,0.208492,-0.147682,3.276686
3.280000,99.711511,-70.628987,2351.637882,0.387280,-0.716600,146.285234,-5.177366,3.667301,-193.976288,0.204229,-0.144662,3.314478
3.300000,99.608044,-70.555698,2347.759698,0.330043,-0.741034,146.250582,-5.173365,3.664467,-193.909247,0.200033,-0.141690,3.352029
3.320000,99.504655,-70.482464,2343.882868,0.273321,-0.764127,146.215653,-5.169447,3.661692,-193.841460,0.195903,-0.138765,3.389338
3.340000,99.401342,-70.409284,2340.007410,0.217129,-0.785875,146.180458,-5.165610,3.658974,-193.772932,0.191838,-0.135886,3.426408
3.360000,99.298105,-70.336158,2336.133336,0.161484,-0.806280,146.145003,-5.161853,3.656313,-193.703667,0.187838,-0.133052,3.463240
3.380000,99.194942,-70.263084,2332.260663,0.106402,-0.825343,146.109298,-5.158175,3.653708,-193.633671,0.183901,-0.130263,3.499835
3.400000,99.091850,-70.190061,2328.389404,0.051896,-0.843067,146.073352,-5.154575,3.651157,-193.562947,0.180027,-0.127519,3.536195
3.420000,98.988829,-70.117087,2324.519574,-0.002020,-0.859457,146.037173,-5.151051,3.648661,-193.491500,0.176215,-0.124819,3.572319
3.440000,98.885877,-70.044163,2320.651187,-0.055333,-0.874518,146.000771,-5.147601,3.646218,-193.419336,0.172465,-0.122162,3.608210
3.460000,98.782993,-69.971287,2316.784258,-0.108031,-0.888258,145.964154,-5.144226,3.643827,-193.346459,0.168774,-0.119549,3.643869
3.480000,98.680174,-69.898457,2312.918801,-0.160102,-0.900684,145.927331,-5.140923,3.641487,-193.272873,0.165144,-0.116977,3.679296
3.500000,98.577420,-69.825673,2309.054829,-0.211535,-0.911806,145.890312,-5.137692,3.639198,-193.198583,0.161573,-0.114447,3.714494
3.520000,98.474730,-69.752934,2305.192357,-0.262320,-0.921633,145.853104,-5.134530,3.636959,-193.123594,0.158060,-0.111959,3.749463
3.540000,98.372101,-69.680238,2301.331399,-0.312445,-0.930175,145.815718,-5.131438,3.634769,-193.047910,0.154605,-0.109512,3.784204
3.560000,98.269533,-69.607586,2297.471968,-0.361902,-0.937446,145.778162,-5.128414,3.632627,-192.971535,0.151206,-0.107104,3.818718
3.580000,98.167024,-69.534975,2293.614079,-0.410681,-0.943456,145.740445,-5.125457,3.630532,-192.894475,0.147864,-0.104737,3.853007
3.600000,98.064572,-69.462405,2289.757744,-0.458773,-0.948220,145.702576,-5.122565,3.628484,-192.816734,0.144577,-0.102409,3.887071
3.620000,97.962178,-69.389876,2285.902978,-0.506168,-0.951750,145.664565,-5.119738,3.626481,-192.738316,0.141345,-0.100119,3.920913
3.640000,97.859838,-69.317385,2282.049793,-0.552859,-0.954060,145.626420,-5.116975,3.624524,-192.659225,0.138167,-0.097868,3.954532
3.660000,97.757553,-69.244933,2278.198204,-0.598837,-0.955167,145.588151,-5.114274,3.622611,-192.579466,0.135042,-0.095655,3.987930
3.680000,97.655320,-69.172518,2274.348223,-0.644094,-0.955084,145.549767,-5.111635,3.620741,-192.499044,0.131970,-0.093479,4.021108
3.700000,97.553139,-69.100140,2270.499864,-0.688623,-0.953829,145.511276,-5.109056,3.618915,-192.417963,0.128950,-0.091340,4.054068
3.720000,97.451008,-69.027797,2266.653139,-0.732417,-0.951417,145.472688,-5.106536,3.617130,-192.336227,0.125982,-0.089237,4.086810
3.740000,97.348927,-68.955490,2262.808062,-0.775467,-0.947866,145.434013,-5.104075,3.615386,-192.253840,0.123064,-0.087170,4.119335
3.760000,97.246893,-68.883216,2258.964646,-0.817768,-0.943193,145.395258,-5.101671,3.613684,-192.170807,0.120196,-0.085139,4.151644
3.780000,97.144907,-68.810976,2255.122904,-0.859313,-0.937415,145.356434,-5.099323,3.612021,-192.087132,0.117378,-0.083143,4.183740
3.800000,97.042966,-68.738768,2251.282847,-0.900095,-0.930551,145.317549,-5.097031,3.610397,-192.002820,0.114608,-0.081181,4.215621
3.820000,96.941070,-68.666591,2247.444490,-0.940109,-0.922619,145.278612,-5.094793,3.608812,-191.917874,0.111886,-0.079253,4.247291
3.840000,96.839218,-68.594446,2243.607844,-0.979347,-0.913639,145.239633,-5.092609,3.607265,-191.832299,0.109212,-0.077359,4.278749
3.860000,96.737408,-68.522331,2239.772922,-1.017805,-0.903630,145.200621,-5.090478,3.605755,-191.746099,0.106585,-0.075498,4.309997
3.880000,96.635641,-68.450245,2235.939736,-1.055477,-0.892611,145.161585,-5.088397,3.604282,-191.659278,0.104004,-0.073669,4.341036
3.900000,96.533913,-68.378188,2232.108299,-1.092357,-0.880602,145.122533,-5.086368,3.602844,-191.571841,0.101468,-0.071873,4.371867
3.920000,96.432225,-68.306160,2228.278624,-1.128441,-0.867624,145.083475,-5.084389,3.601442,-191.483791,0.098978,-0.070109,4.402490
